"company_name","address","company_tax_code","ward_or_commune","district","province_or_city","country","einvoice_contact_name","einvoice_contact_email"
"CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TIMEX","Số 2 Đông Chính, Phường Đằng Giang, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam","0201878468","Phường Đằng Giang","Quận Ngô Quyền","Hải Phòng","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TIMEX","cus@timextraseco.com"
"CN CÔNG TY TNHH NN MTV TM & XNK VIETTEL TẠI HP","SỐ 62 LẠCH TRAY,NGÔ QUYỀN,HP","0104831030-018",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THÉP VIỆT HÀ","KM 4 QL 3 ĐÔNG ANH HN","0102010448",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN TRANSAZ","Số 73 Phố Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam","0105992834",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MAXPEED VIỆT NAM","P702 tầng 7, tòa nhà VET, 98 Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0102847194","Phường Nghĩa Đô","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH MAXPEED HÀ NỘI","hph12@maxhanoi.com.vn;KTMAXPEED98@GMAIL.COM"
"CÔNG TY TRÁCH NHIỆM HỮU HẠN ESTELLE VIỆT NAM","Thôn Ngô Yến, Xã An Hồng, Huyện An Dương, Thành phố Hải Phòng, Việt Nam","0200109290","Xã An Hồng","Huyện An Dương","Hải Phòng","Việt Nam","CÔNG TY TRÁCH NHIỆM HỮU HẠN ESTELLE VIỆT NAM","TRINHANHDAO.EVC@GMAIL.COM"
"CÔNG TY CỔ PHẦN 3D","Tầng 5,tòa nhàTrung Tâm Sáng Tạo 3D Việt Nam,P.Dịch Vọng Hậu,Q. Cầu Giấy ,Hà Nội","0104085209",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XNK HÙNG VƯƠNG","BÃI CHÁY, HẠ LONG, QUẢNG NINH","5701376070",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CONG TY CO PHAN MAY & THIET BI THUY LUC THANH CONG","105 G6A,THANH CONG,BA DINH.HA NOI","0102760419",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY LIÊN DOANH TNHH ĐỒNG HỒ NƯỚC ZENNER-COMA","125D PHƯỜNG MINH KHAI, QUẬN HAI BÀ TRƯNG, THÀNH PHỐ HÀ NỘI","0100113663",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH LIÊN DOANH GLOBAL-SITEM","Lô A1 Đường Sáng Tạo,KCX Tân Thuận,Phường Tân Thuận Đông ,Quận 7, TP. Hồ Chí Minh","0305454199",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN SẢN XUẤT LƯỚI THÉP,RỌ ĐÁ VIỆT NAM","THÔN VỆ SƠN ĐÔNG, XÃ TÂN MINH, HUYỆN SÓC SƠN, TP HÀ NỘI","0101397016",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HÓA CHẤT CERPLAS VIỆT NAM","LÔ 4-A9-ĐẦM TRẤU - HAI BÀ TRƯNG - HÀ NỘI","0102815185",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ KỸ THUẬT TST HÀ NỘI","Số nhà A93, Khu Tập Thế 810, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội","0105815627",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SNS VIỆT NAM","XÃ TRƯNG TRẮC - HUYỆN VĂN LÂM - TỈNH HƯNG YÊN","0900218753",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI VÕNG NÔI ĐẠI VĨ","THÔN NGỌ XÁ,,XÃ HOÀI THƯỢNG,HUYỆN THUẬN THÀNH,TỈNH BẮC NINH","2300770003",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ VÀ CÔNG NGHỆ THÚ Y VIỆT NAM","Tầng 12 Tòa nhà Licogi 13, số 164 đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam","0108879227","Phường Nhân Chính","Quận Thanh Xuân","Hà Nội","Việt Nam","CÔNG TY TNHH THIẾT BỊ VÀ CÔNG NGHỆ THÚ Y VIỆT NAM","DANGHUYEN8991@GMAIL.COM"
"CÔNG TY TNHH ORANGE FASHION","Số 51/6 Đường Số 3-Ấp Bình Khánh-P. Bình An-Q2-TP Hồ Chí Minh","0303578093",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ HÀNG HẢI VÀ CÔNG NGHIỆP VIỆT NAM","SỐ 6 ĐƯỜNG MÊ LINH,PHƯỜNG AN BIÊN,QUẬN LÊ CHÂN,HẢI PHÒNG","0201141064",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI SÀI GÒN BAN MAI","P2502,101 LÁNG HẠ , PHƯỜNG LÁNG HẠ,QUẬN ĐỐNG ĐA, HÀ NỘI","0100595632",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN SẢN XUẤT BIẾN THẾ HBT VIỆT NAM","Lô CN 03-08 KCN Ninh Hiệp, Xã Ninh Hiệp, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam","0102697580","Xã Ninh Hiệp","Huyện Gia Lâm","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN SẢN XUẤT BIẾN THẾ HBT VIỆT NAM","saleshbttrans@gmail.com"
"CÔNG TY TNHH CỬA SỔ CHÂU Á","LÔ E 54, Khu Đô Thị Đại Kim, Phường Định Công, Quận Hoàng Mai, Hà Nội","0102671180",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN  XUẤT NHẬP KHẨU HÓA CHẤT VÀ THIẾT BỊ KIM NGƯU","Số 85, phố Đức Giang, Phường Đức Giang, Quận Long Biên, Thành phố Hà Nội","0101515887","Phường Đức Giang","Quận Long Biên","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN  XUẤT NHẬP KHẨU HÓA CHẤT VÀ THIẾT BỊ KIM NGƯU","XNK403@VIETCHEM.VN"
"CÔNG TY CỔ PHẦN CHIẾN CÔNG","Số 21 Lê Thánh Tông, Phường Máy Chai, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam","0200663364","Phường Máy Chai","Quận Ngô Quyền","Hải Phòng","Việt Nam","CÔNG TY CỔ PHẦN CHIẾN CÔNG","DUCPHONG.0707@GMAIL.COM"
"CÔNG TY TNHH DỆT VÀ NHUỘM HƯNG YÊN","Khu công nghiệp Dệt may Phố Nối, Xã Nghĩa Hiệp, Huyện Yên Mỹ, Tỉnh Hưng Yên, Việt Nam","0900288623","Xã Nghĩa Hiệp","Huyện Yên Mỹ","Hưng Yên","Việt Nam","CÔNG TY TNHH DỆT VÀ NHUỘM HƯNG YÊN","duongtu.vt71@gmail.com"
"CÔNG TY TNHH GIAO NHẬN VẬN CHUYỂN QUÔC TẾ TÂN BIỂN VÀNG","100 NGUYỄN XÍ, PHƯỜNG 26,Q. BÌNH THẠNH, TP. HỒ CHÍ MINH","0310521108",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH THIẾT KẾ ZIOVI","TẦNG 16,VINACONEX 9,PHẠM HÙNG,HN","0101839320",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH GIAO NHẬN VẬN TẢI BÌNH MINH","Số 15 ngõ 4 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","0102372173","Phường Lê Đại Hành","Quận Hai Bà Trưng","Hà Nội","Việt Nam","CÔNG TY TNHH GIAO NHẬN VẬN TẢI BÌNH MINH","HOANGHP1982@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHIỆP VÀNG ANH","192-194A UNG VĂN KHIÊM,PHƯỜNG 25,QUẬN BÌNH THẠNH,HỒ CHÍ MINH","0303087289",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VIỆT PAN-PACIFIC THANH HÓA","Khu Đất Công Nghiệp Hạ Sơn,Thị Trấn Ngọc Lặc,Huyện Ngọc Lặc,Tỉnh Thanh Hóa","2802206471",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH VIỆT PAN-PACIFIC THANH HÓA","kimcuong.do@cj.net"
"CÔNG TY CỔ PHẦN DIANA","Khu công nghiệp VĩnhTuy,đường LĩnhNam,phường VĩnhHưng,quận HoàngMai,HàNội","0100507058",NULL,NULL,NULL,"Việt Nam","MR NHIÊN","PHAMVANSONGTOAN@GMAIL.COM"
"CÔNG TY TNHH MITSUBOSHI BELTING VIỆT NAM","p.1511, trung tâm CSC, tầng 15, thòa tháp Icon4,243a Đê La Thành, P. láng Thượng, Q. Đống Đa,TP Hà nội","0105966048",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN BA AN","Số 68,Phố QUAN NHÂN,Phường NHÂN CHÍNH,Quận THANH XUÂN,Thành Phố HÀ NỘI,VIỆT NAM","0101448542",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH KỸ THƯƠNG MINH LONG","Số 25, Ngõ121, Phố kim Ngưu, Phường Thanh Lương,Quận Hai Bà Trưng,Thành Phố Hà Nội","0104571488",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI H-CARE VIỆT NAM","SỐ 12-LK 12-28,PHƯỜNG LA KHÊ,QUẬN HÀ ĐÔNG, TP HÀ NỘI,VIỆT NAM","0106831886",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH SAMSUNG ELECTRONICS VIỆT NAM","KCN YÊN PHONG1 YÊN TRUNG YÊN PHONG BẮC NINH","2300325764",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SHIN SUNG VINA","Lô B1, Khu Công Nghiệp Song Khê, Nội Hoàng, Thành Phố Bắc Giang, Tỉnh Bắc Giang","2400516064",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN HỢP TÁC ĐẦU TƯ CÔNG NGHỆ CINVICO","Tầng 2Tòa Nhà Housing,Đường Trung Kính,Phường Trung Hòa,Quận Cầu Giấy,TP.Hà Nội,Việt Nam","0106042472",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN  PHÁT TRIỂN ĐÔ THỊ NAM HÀ NỘI","458 MINH KHAI,HAI BÀ TRƯNG,HÀ NỘI","0102671977",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CP XNK QUỐC CƯÒNG MÓNG CÁI","56 NGÔ GIA TỰ, TRẦN PHÚ, MÓNG CÁI, QUẢNG NINH","5701337547",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÔNG NGHIỆP SHM","Số 104D,Ngõ 536,ĐườngMinhKhai,Phường VĩnhTuy,QuậnHai BàTrưng,Hà Nội","0103973843",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÔNG TRÌNH CÔNG NGHIỆP NGUỒN THIÊN Á","109 Đường Hoàng Mai(151 Tổ 7Cũ),Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội","0100913476",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ KHO BÃI XANH","Số 47, ngõ 210 đường Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Thành phố Hà Nội, Việt Nam","0108094331","Thị Trấn Văn Điển","Huyện Thanh Trì","Hà Nội","Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ CÔNG NGHIỆP VÀ TỰ ĐỘNG HÓA AUMI","SỐ 124 KIM QUAN,PHƯỜNG VIỆT HƯNG,QUẬN LONG BIÊN,TP HÀ NỘI","0101324321",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY XI MĂNG CHINFON","TRÀNG KÊNH-MINH ĐỨC-THỦY NGUYÊN-HẢI PHÒNG","0200110200",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"TỔNG CÔNG TY GIẤY VIỆT NAM-CÔNG TY TNHH","SỐ 25A PHỐ LÝ THƯỜNG KIỆT, PHƯỜNG PHAN CHU TRINH, QUẬN HOÀN KIẾM, TP. HÀ NỘI, VIỆT NAM","2600357502","Thị trấn Phong Châu","Huyện Phù Ninh","Phú Thọ","Việt Nam","TỔNG CÔNG TY GIẤY VIỆT NAM-CÔNG TY TNHH","ANHTAIDINH208@GMAIL.COM"
"CÔNG TY TNHH THẾ HỆ MỚI","309 TÂY SƠN ĐỐNG ĐA HÀ NỘI","0100378356",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN CÂY CẦU VÀNG","P 310,31-33 Minh Khai,Phường Hoàng Văn Thụ,Quận Hồng Bàng,Hải Phòng","0200823970",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI AN THIỆN PHÁT","Số nhà 7 ngách 2, ngõ 43 Tổ dân phố số 5, Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam","0107920948","Phường Phúc Diễn","Quận Bắc Từ Liêm","Hà Nội","Việt Nam",NULL,NULL
"Công Ty TNHH Kỹ Thuật Công Nghệ Phát Thanh Truyền Hình","Đội 6,Nhân Mỹ,Mỹ Đình,Từ Liêm,Hà Nội","0103773315",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XE TƠ THÁI BÌNH","PHƯỜNG PHÚ KHÁNH THÀNH PHỐ THÁI BÌNH","1000417187",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI KỸ THUẬT TNT VIỆT NAM","SỐ 3,Ngõ 52,Ngách 1 hẻm 26 đường Phạm Hùng,Đình Thêu,Mỹ Đình,Từ Liêm,Hà Nội","0105967108",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VẬN CHUYỂN ""K"" LINE (VIỆT NAM) - CHI NHÁNH HẢI PHÒNG","Tầng 6, tòa nhà Hải An, Km2+200 đường Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0105248382-002","Phường Đông Hải 2","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH VẬN CHUYỂN ""K"" LINE (VIỆT NAM) - CHI NHÁNH HẢI PHÒNG","HUONGNL@VN.KLINELOGISTICS.COM"
"Chi Nhánh Công Ty Điện - Điện Tử Mê Trần (TNHH) Tại Tỉnh Vĩnh Phúc","Khu Kếu, Xã Đạo Đức, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam","0301351851001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN VẬN TẢI SÁU SÁU TÁM","Số 1678 Đường Quang Trung, Tổ 17, Phường Nam Sơn, Thành phố Tam Điệp, Tỉnh Ninh Bình, Việt Nam","0313798651","Phường Nam Sơn","Thành phố Tam Điệp","Ninh Bình","Việt Nam","CÔNG TY CỔ PHẦN VẬN TẢI SÁU SÁU TÁM","dam-thi-xuan@top-textiles.vn"
"CÔNG TY CỔ PHẦN DỊCH VỤ KỸ THUẬT PTSC THANH HÓA","Số 268 Trần Nhật Duật, Phường Trúc Lâm, Thị xã Nghi Sơn, Tỉnh Thanh Hoá, Việt Nam","2801448559","Phường Trúc Lâm","Thị xã Nghi Sơn","Thanh Hoá","Việt Nam","CÔNG TY CỔ PHẦN CẢNG DỊCH VỤ DẦU KHÍ TỔNG HỢP PTSC THANH HÓA","DUONGQUOCDONG1989@GMAIL.COM"
"CÔNG TY CỔ PHẦN PHÁT TRIỂN THÚ Y VINAPHAVET","SỐ NHÀ19,ĐƯỜNG CỔ LOA,XÃ UY NỖ,HUYỆN ĐÔNG ANH,TP HÀ NỘI","0107942204",NULL,NULL,NULL,"Việt Nam","NGUYEN CONG HIEU","hieuku88@gmail.com"
"CÔNG TY CÔ PHẦN ĐỨC DƯƠNG VIỆT NAM","XÃ KHÁNH HÀ, HUYỆN THƯỜNG TÍN, HÀ NỘI","0500436612",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VIỆT PHÁT THĂNG LONG","SỐ 27 ĐƯỜNG SỐ 2 TRẦN THÁI TÔNG,P.DỊCH VỌNG,Q.CẦU GIÁY,HÀ NỘI","0102780768",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI AN THÀNH PHÁT ATP","170 Phố Phú Viên, Phường  Bồ Đề, Quận Long Biên, Thành phố Hà Nội, Việt Nam","0107543016","Phường Bồ Đề","Quận Long Biên","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI AN THÀNH PHÁT ATP","LETHUTRANG08.1987@GMAIL.COM;anthanhphat.atp.jsc@gmail.com;tiendungtrang2014@gmail.com"
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ ĐẶNG AN","Số 27A, ngõ 22, phố Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Thành phố Hà Nội","0107254254","Phường Tương Mai","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ ĐẶNG AN","duongtu.vt71@gmail.com"
"CÔNG TY TNHH KỸ THUẬT ĐIỆN VÀ CƠ KHÍ ĐẠI THÀNH","SỐ NHÀ 110, PHỐ MỄ TRÌ HẠ, PHƯỜNG MỄ TRÌ, QUẬN NAM TỪ LIÊM, TP.HÀ NỘI, VIỆT NAM","0105906867",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH xuất nhập khẩu Hưng Anh","Xóm Cầu Đen,thôn Hòa Nhất,xã Đặng Cương,huyện An Dương,Hải Phòng","0201414113",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SXTM & XNK MUA THU","SỐ 35F8,NGÕ 104LÊ THANH NGHỊ,P.BÁCH KHOA,HAI BÀ TRƯNG,HÀ NỘI","0101650237",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VITEX VIỆT NAM","TỔ 10 PHƯỜNG THƯỢNG ĐÌNH, QUẬN THANH XUÂN, THÀNH PHÓ HÀ NỘI, VIỆT NAM","0106481416",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHI LONG","P1306 NHÀ A5 LÀNG QUỐC TẾ THĂNG LONG-CẦU GIẤY-HÀ NỘI","0104261990",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI THIÊN BẰNG","Tổ dân phố Phúc Lý, P. Minh Khai, Q. Bắc Từ Liêm, TP. Hà Nội","0104518734",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THÊU MAY MỸ ĐỨC","Thôn Đoan Nữ, Xã An Mỹ, Huyện Mỹ Đức, Thành phố Hà Nội, Việt Nam","0500463990","Xã An Mỹ","Huyện Mỹ Đức","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THÊU MAY MỸ ĐỨC","A2ZHPH@GMAIL.COM"
"CÔNG TY TNHH MAY MẶC EXCEL VIỆT NAM","Khu Phố 5,Thị Trấn Yên Ninh,Huyện Yên Khánh,Tỉnh Ninh Bình","2700362697",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XUẤT NHẬP KHẨU QUỲNH KIÊN","Số 8/29 Phú Xá, Tổ Dân Phố Phú Xá 1, Phường Đông Hải 1, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0202053325","Phường Đông Hải 1","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH XUẤT NHẬP KHẨU QUỲNH KIÊN","QUYNHKIENXNK@GMAIL.COM"
"CÔNG TY TNHH I-BLE FNC VINA","KCN Châu Sơn, Phường Lê Hồng Phong, Thành phố Phủ Lý, Tỉnh Hà Nam, Việt Nam","0700776976","Phường Lê Hồng Phong","Thành phố Phủ Lý","Hà Nam","Việt Nam","CÔNG TY TNHH I-BLE FNC VINA","OPS.MINHDUNG@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG  COMTEC","SỐ 9 NGÁCH 45 NGÕ 91 NGUYỄN CHÍ THANH,O.LÁNG HẠ,Q.ĐỐNG ĐA,TP HÀ NỘI, VN","0100774014",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TENMA (HCM) VIỆT NAM CHI NHÁNH HÀ NỘI","Lô 88 (Khu A), Khu công nghiệp Nội Bài, Xã Quang Tiến, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam","3600253135-002",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH TENMA (HCM) VIỆT NAM CHI NHÁNH HÀ NỘI","TRUONG.DN@SANKYUVN.COM;NAMANH10HP@GMAIL.COM"
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI G.B.C.O","20 Đường 14, Khu Phố 3, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","0303241445","Phường An Khánh","Thành phố Thủ Đức","Hồ Chí Minh","Việt Nam","CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI G.B.C.O","DUONGKHAIHUNG@GMAIL.COM"
"CÔNG TY TNHH LUKI VIỆT NAM","203/9 Đường Trục,Phường 13,Quận Bình Thạch,TP.Hồ Chí Minh","0302394463",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"TUQ/Nguyễn Thị Nga",NULL,"8075329082",NULL,NULL,NULL,NULL,NULL,NULL
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ HƯNG HÀ","NGÕ 319, PHỐ VĨNH HƯNG, PHƯỜNG THANH TRÌ, QUẬN HOANG MAI, HÀ NỘI","0105314275",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DVN VIỆT NAM","Số 5 ngách 116/71 Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam","0106727652",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHỆ VÀ KỸ THUẬT  3S","SỐ 5,KHU E TẬP THỂ  t612,XÃ DƯƠNG XÁ,HUYỆN GIA LÂM,TP HÀ NỘI","0106580505",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH NC","Số 333 Âu Cơ,Phường Nhật Tân, Quận Tây Hồ, TP. Hà Nội","0101741300",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI VIỆT PHONG","Số nhà 10/24/254D phố Minh Khai, Phường Mai Động, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0102972854","Phường Mai Động","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI VIỆT PHONG","MANHTUNG12111991@GMAIL.COM"
"CÔNG TY TNHH GIAO NHẬN HÀNG HÓA LINH ANH","Số Nhà 3,Tổ 56,Phường Hoàng Văn Thụ, Quận Hoàng Mai,TP.Hà Nội","0105668362",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SUMIRUBBER VIỆT NAM","Lô A-11, A-12 KCN Nomura,Huyện An Dương,Thành Phố Hải Phòng","0200657963",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐIỆN MÁY MẪN NGUYÊN VIỆT NAM","Số 46 TT4A, KĐT Mới Văn Quán,Phường Phúc La,Quận Hà Đông,Thành Phố Hà Nội","0103839929",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CHI NHÁNH CÔNG TY TNHH HÀ NỘI CHỢ LỚN","TẦNG 3 TOÀ NHÀ TD PLAZA-QUẬN NGÔ QUYỀN-HP","0101855241-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH POONGCHIN VINA","XÃ KIÊU KỴ,GIA LÂM,HÀ NỘI","0101408518",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XÂY DỰNG VIỆT AN PHÁT","Xóm Dịch Vụ, Xã Liên Nghĩa, Huyện Văn Giang, Tỉnh Hưng Yên, Việt Nam","0900839013","Xã Liên Nghĩa","Huyện Văn Giang","Hưng Yên","Việt Nam","CÔNG TY TNHH XÂY DỰNG VIỆT AN PHÁT","GREENSEALOG.ACT@GMAIL.COM"
"CÔNG TY TNHH THIÊN THUẬN TƯỜNG","77 HÙNG DUỆ VƯƠNG, THƯỢNG LÝ, HỒNG BÀNG, HẢI PHÒNG","0200590356",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN HÓA DƯỢC VIỆT NAM","Số 273 Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa,Thành Phố Hà Nội,Việt Nam","0100108945",NULL,NULL,NULL,"Việt Nam","CÔNG TY CỔ PHẦN HÓA DƯỢC VIỆT NAM","NGUYENCHUONG1905@GMAIL.COM"
"CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI HP TRANS","Số 2A ngõ 195 Kiều Hạ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam","0202114803","Phường Đông Hải 2","Quận Hải An","Hải Phòng","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI HP TRANS","nguyencamvan.tth@gmail.com"
"CÔNG TY TNHH THIẾT BỊ 136","Số 7, Tổ 6, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, Việt Nam","0109942030","Phường Giang Biên","Quận Long Biên","Hà Nội","Việt Nam","CÔNG TY TNHH THIẾT BỊ 136","PHAMAVNTHIENCDHH@GMAIL.COM"
"CÔNG TY TRÁCH NHIỆM HỮU HẠN CUNG ỨNG THIẾT BỊ MÁY PU","T 2,số 27,ngách 17/25,ngõ 322 đ. mỹ đình,P.Mỹ Đình 1,q.Nam Từ Liêm,tp Hà Nội,VN","0106988502",NULL,NULL,NULL,"Việt Nam","QUY","AQUYLOGISTICS@GMAIL.COM"
"PROCONCO HẢI PHÒNG","Lô CN2 .1A,KCN Đình Vũ, Hải An,Hải Phòng","3600234534-008",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH TM VÀ DV VIỄN THÔNG SUNTEL THỦ ĐÔ","6/88 XÓM HOA, PHÚ MỸ, MỸ ĐÌNH, HÀ NỘI","0104943739",NULL,NULL,NULL,"Việt Nam",NULL,NULL
